,movieId,title,genres,overview,popularity,release_date,vote_average,vote_count,year
2121,5055,Dragon: The Bruce Lee Story,"['Action', 'Drama']","This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.",24.016,1993-05-07,6.914,668,1993
2122,5064,The Count of Monte Cristo,"['Action', 'Adventure', 'Drama', 'Thriller']","Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",29.705,2002-01-23,7.65,1622,2002
2123,5071,Maelström,"['Drama', 'Romance']","Bibiane, 25, is successful but finds her life lacks purpose. Following several unfortunate events, she gets drunk and hits a man with her car. She can’t recall anything but soon learns she is to blame for his death. Just as she is about to end it all, she meets Evian, the son of the man she killed.",8.263,2000-09-08,6.414,146,2000
2124,5075,Waydowntown,['Comedy'],"Four young office workers have a bet going to see who can last the longest without going outside. In the maze that is the downtown core of a large city, glass skywalks connect apartment buildings, office towers and shopping malls. Its day 28 of the bet and over the lunch hour, as the office prepares for the company founder's retirement party, things start to seriously unravel.",1.852,2002-01-25,5.5,19,2002
2125,5081,Birthday Girl,"['Drama', 'Romance']","A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",17.464,2001-09-06,5.9,368,2001
2126,5092,Big Fat Liar,"['Children', 'Comedy']","After one of his class papers is stolen and turned into a movie, a young student and his best friend exact a hilarious, slapstick revenge on the Hollywood hot shot who has taken credit!",17.34,2002-02-08,5.853,748,2002
2127,5093,Collateral Damage,"['Action', 'Thriller']",Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,18.186,2002-02-06,5.756,1273,2002
2128,5094,Rollerball,"['Action', 'Sci-Fi']","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",13.724,1975-06-25,6.203,465,1975
2129,5522,Rollerball,"['Action', 'Drama', 'Sci-Fi']","In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",13.724,1975-06-25,6.203,465,1975
2130,5096,Baby's Day Out,['Comedy'],"Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",37.606,1994-07-01,6.279,1212,1994
2131,5102,Rookie of the Year,"['Comedy', 'Fantasy']","12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",16.744,1993-07-07,6.146,315,1993
2132,5105,Don't Look Now,"['Drama', 'Horror', 'Thriller']","Laura and John, grieved by a terrible loss, meet in Venice, where John is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife.",15.218,1973-01-18,6.94,922,1973
2133,5106,Crossroads,"['Comedy', 'Musical', 'Romance']","After eight years apart, three childhood friends - Lucy, Kit, and Mimi - rediscover their friendship on a cross-country trip. With barely a plan, practically no money but plenty of dreams, the girls catch a lift with Mimi's handsome friend Ben in his convertible. Along the way they not only gather experiences that will change their lives, but they also discover how important it is to hold onto their hearts' desires.",16.178,2002-02-15,5.221,553,2002
2135,8119,Crossroads,['Drama'],"After eight years apart, three childhood friends - Lucy, Kit, and Mimi - rediscover their friendship on a cross-country trip. With barely a plan, practically no money but plenty of dreams, the girls catch a lift with Mimi's handsome friend Ben in his convertible. Along the way they not only gather experiences that will change their lives, but they also discover how important it is to hold onto their hearts' desires.",16.178,2002-02-15,5.221,553,2002
2137,5107,Hart's War,"['Drama', 'War']","When Col. William McNamara is stripped of his freedom in a German POW camp, he's determined to keep on fighting even from behind enemy lines. Enlisting the help of a young lieutenant in a brilliant plot against his captors, McNamara risks everything on a mission to free his men and change the outcome of the war.",17.32,2002-02-15,6.377,848,2002
2138,5108,John Q,"['Crime', 'Drama', 'Thriller']","John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",26.893,2002-02-15,7.114,2213,2002
2139,5109,Return to Never Land,"['Adventure', 'Animation', 'Children']","In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",33.699,2002-02-14,6.489,2235,2002
2140,5110,Super Troopers,"['Comedy', 'Crime', 'Mystery']","Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",10.393,2001-02-15,6.568,999,2001
2141,5120,Sleuth,"['Comedy', 'Mystery', 'Thriller']","On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",10.748,2007-10-12,6.239,501,2007
2143,55278,Sleuth,"['Drama', 'Mystery', 'Thriller']","On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",10.748,2007-10-12,6.239,501,2007
2145,5121,Stroszek,"['Comedy', 'Drama']","Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin.",12.253,1977-01-12,7.386,219,1977
2146,5127,Dragonfly,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']",A grieving doctor is being contacted by his late wife through his patient's near death experiences.,19.514,2002-02-22,6.533,789,2002
2147,5128,Queen of the Damned,"['Fantasy', 'Horror']","Lestat de Lioncourt is awakened from his slumber. Bored with his existence, he has now become this generation's new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He wants immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen wants him for her King. Who will be the first to reach him? Who shall win?",18.664,2002-02-10,6.1,964,2002
2148,5134,Mean Machine,"['Comedy', 'Drama']","Disgraced ex-England football captain, Danny 'Mean Machine' Meehan, is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. When these prisoners have the chance to put one over the evil guards during a prison football match, Danny takes the lead.",17.149,2001-12-26,6.2,533,2001
2149,5151,40 Days and 40 Nights,"['Comedy', 'Romance']","Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",14.432,2002-03-01,5.472,1041,2002
2150,5152,We Were Soldiers,"['Action', 'Drama', 'War']",The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,29.966,2002-03-01,7.132,1875,2002
2151,5187,Hopscotch,['Comedy'],"When CIA operative Miles Kendig deliberately lets KGB agent Yaskov get away, his boss threatens to retire him. Kendig beats him to it, however, destroying his own records and traveling to Austria where he begins work on a memoir that will expose all his former agency's covert practices. The CIA catches wind of the book and sends other agents after him, initiating a frenetic game of cat and mouse that spans the globe.",13.414,1980-09-26,6.977,132,1980
2152,5205,Motel Hell,"['Comedy', 'Horror']","Farmer Vincent Smith and his sister Ida run a motel attached to a farm where they capture unsuspecting travelers, bury them alive, fatten them up and then harvest their bodies as ingredients for his famous brand of ""smoked meats.""",12.028,1980-08-14,5.8,216,1980
